instance,z3,cvc5
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1033.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10331.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10333.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10336.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10339.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10341.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10343.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10346.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10348.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1035.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10351.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10353.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10355.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10357.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10359.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10361.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10362.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10364.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10367.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1037.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10372.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10373.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10374.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10376.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10378.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10381.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10382.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10383.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10385.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10386.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10387.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10389.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10390.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10392.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10393.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10394.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10396.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10397.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_104.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1040.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10400.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10401.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10403.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10405.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10406.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10408.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10412.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10415.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10417.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10423.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10424.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10426.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10432.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10437.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10439.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1044.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10442.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10444.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10446.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10448.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10449.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10451.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10453.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10454.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10455.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10456.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10458.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10459.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1046.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10461.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10462.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10465.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10466.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10467.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10468.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10469.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10471.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10472.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10474.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10476.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10478.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1048.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10480.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10482.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10483.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10487.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10491.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10493.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_105.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1050.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10504.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10509.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10511.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10515.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10517.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10519.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1052.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10529.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10531.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10533.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10537.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1054.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10540.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10542.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10544.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10546.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10547.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10549.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10551.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10553.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10555.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10556.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10559.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1056.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10560.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10564.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10566.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10568.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10570.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10573.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10575.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10579.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1058.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10580.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10581.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10582.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10584.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10587.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10589.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10590.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10591.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10592.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10593.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10594.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10595.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10597.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10598.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10599.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1060.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10600.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10602.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10604.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10606.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10608.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10611.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10614.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10616.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1062.smt2,False,False
