instance,z3,cvc5
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_3627.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_6617.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1867.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15395.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_13859.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_9386.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_14067.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_11358.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_14459.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_17799.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1747.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15489.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_17413.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_8652.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_16325.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10311.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_11714.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_4517.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_5090.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2850.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_11433.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_4432.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_9728.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_42.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_13967.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_4444.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10830.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1818.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10289.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2696.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10624.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_16708.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_3920.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_5860.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_12445.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_13472.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1733.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_5656.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_7513.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_6105.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_9980.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15899.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_11907.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_5910.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15397.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15384.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10397.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_8591.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_11915.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15799.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_11586.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10476.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_13908.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_11865.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_12738.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_16560.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_6934.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10336.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_17526.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_9853.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_14862.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_6378.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_3712.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1097.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_7130.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_14307.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_14932.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1523.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_3278.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_17343.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15618.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_12677.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_12509.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_817.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10295.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2071.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2395.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_9452.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_8309.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15996.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2935.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_13403.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_5753.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_17180.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_5478.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_5389.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1855.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1956.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_16879.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_6198.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15345.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_4893.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_17480.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_9399.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1730.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15524.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15154.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_14718.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1198.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15585.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2606.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2086.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_4923.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_9996.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_5292.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_3430.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_3194.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15720.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_5921.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_16601.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_11123.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_14633.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_5569.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15631.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_14905.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2278.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_16075.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_14623.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10092.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1371.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_7876.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_17441.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_11736.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2151.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_3318.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_17406.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10546.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_248.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_13010.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_6406.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_14408.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_12954.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_296.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2681.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_9699.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15765.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_17299.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_6801.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15217.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15545.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_3503.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_6821.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_5583.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_17539.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_4068.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_4116.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_3437.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2268.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15961.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2845.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_14313.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15521.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10739.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_7784.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_16170.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_6398.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2374.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2926.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15113.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_12500.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_11984.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_17524.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10131.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_4251.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_7771.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_8535.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_8866.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_11484.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_13078.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1435.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_9284.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_5617.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10782.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2172.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_16459.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_3220.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_17122.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_9400.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_7364.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_12041.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1738.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_3286.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_8132.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_3270.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2853.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_5712.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_5186.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15810.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1751.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_4782.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_8987.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_12132.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_11432.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_5155.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_6338.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_7976.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_4540.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2391.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_3096.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_7423.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_16068.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15995.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_3129.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_12612.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2518.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_5873.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_3870.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_7046.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2745.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_3610.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1026.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15135.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_5367.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_17709.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_12183.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_7515.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15139.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_13431.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2937.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_13771.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_17326.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2090.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2132.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_17052.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_6799.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15520.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_7924.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_9571.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_11660.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_16966.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_14595.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_5427.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_9718.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_17745.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_826.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_4253.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_8662.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_8323.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_5568.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_14122.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_13303.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10121.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_14508.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10709.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_7692.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_12172.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_6984.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_13307.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_3597.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_11093.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_3455.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10322.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_16304.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_12622.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_8444.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_11647.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_13211.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_14961.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1046.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_6391.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_6061.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_16078.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_13854.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_9125.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_9765.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2604.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_14274.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10343.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1323.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_6895.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10699.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_8936.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1656.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_11077.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_6981.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2579.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_14359.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_7508.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15956.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1002.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_501.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_9033.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_14256.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_12335.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2503.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_7503.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_2613.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_588.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_4925.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_8311.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_17019.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_5342.smt2,True,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_17897.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_8541.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_15354.smt2,False,True
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_12693.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_11311.smt2,False,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_3142.smt2,True,False
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1318.smt2,True,True
