instance,solver,result,time
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10115.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10116.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10118.smt2,Z3,unsat,2.3862226009368896
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10119.smt2,Z3,unsat,0.09269213676452637
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10120.smt2,Z3,sat,1.7812769412994385
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10121.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10122.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10124.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10125.smt2,Z3,unsat,0.26549601554870605
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10126.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10127.smt2,Z3,sat,0.737525224685669
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10128.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1013.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10130.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10131.smt2,Z3,sat,1.6041417121887207
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10133.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10134.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10135.smt2,Z3,unsat,0.11444306373596191
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10136.smt2,Z3,unsat,0.13664960861206055
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10137.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10138.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10141.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10142.smt2,Z3,unsat,2.2887794971466064
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10143.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10144.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10145.smt2,Z3,unsat,0.07701635360717773
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10146.smt2,Z3,unsat,0.1400165557861328
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10147.smt2,Z3,unsat,0.12132978439331055
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10149.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1015.smt2,Z3,sat,1.510349988937378
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10150.smt2,Z3,sat,0.09259486198425293
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10155.smt2,Z3,unsat,0.13744306564331055
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10158.smt2,Z3,unsat,0.0574183464050293
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1016.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10161.smt2,Z3,sat,2.398716688156128
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10171.smt2,Z3,unsat,0.11835360527038574
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1018.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10186.smt2,Z3,unsat,0.09287285804748535
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10188.smt2,Z3,unsat,0.288848876953125
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10190.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10194.smt2,Z3,unsat,0.08076024055480957
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10196.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_102.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1020.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10200.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10202.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10204.smt2,Z3,unsat,0.08426618576049805
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10207.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10209.smt2,Z3,unsat,0.6230001449584961
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10211.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10213.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10215.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10218.smt2,Z3,unsat,0.1290757656097412
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1022.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10221.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10223.smt2,Z3,sat,2.1246774196624756
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10225.smt2,Z3,sat,0.6298990249633789
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10226.smt2,Z3,unsat,1.020155906677246
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10228.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10229.smt2,Z3,unsat,0.07738232612609863
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10230.smt2,Z3,unsat,0.06436610221862793
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10232.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10233.smt2,Z3,unsat,0.2848377227783203
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10235.smt2,Z3,unsat,0.059333086013793945
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10236.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10238.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1024.smt2,Z3,unsat,0.017518043518066406
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10240.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10241.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10242.smt2,Z3,unsat,0.07176351547241211
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10243.smt2,Z3,unsat,0.08201766014099121
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10248.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10249.smt2,Z3,unsat,0.11889863014221191
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1025.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10252.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10253.smt2,Z3,unsat,0.11956429481506348
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10255.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10257.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10258.smt2,Z3,unsat,0.05643868446350098
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1026.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10266.smt2,Z3,unsat,0.60813307762146
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1027.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10273.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10275.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10277.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10279.smt2,Z3,unsat,0.13128113746643066
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1028.smt2,Z3,unsat,0.41630125045776367
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10281.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10282.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10285.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10287.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10289.smt2,Z3,unsat,0.05684638023376465
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1029.smt2,Z3,unsat,0.20424485206604004
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10291.smt2,Z3,unsat,0.06087136268615723
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10293.smt2,Z3,unsat,0.5400068759918213
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10295.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10297.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10298.smt2,Z3,unsat,0.06820940971374512
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10299.smt2,Z3,unsat,0.07954931259155273
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10302.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10303.smt2,Z3,unsat,0.1226038932800293
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10305.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10306.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10307.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10308.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10309.smt2,Z3,unsat,0.05011463165283203
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1031.smt2,Z3,unsat,0.5955028533935547
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10310.smt2,Z3,unsat,0.05405926704406738
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10311.smt2,Z3,unsat,0.07897830009460449
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10312.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10313.smt2,Z3,unsat,1.9583399295806885
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10314.smt2,Z3,unsat,0.6557631492614746
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10315.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10316.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10317.smt2,Z3,unsat,0.05246257781982422
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10319.smt2,Z3,unsat,0.8426222801208496
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10320.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10322.smt2,Z3,sat,1.240861177444458
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10323.smt2,Z3,unsat,0.19623827934265137
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10324.smt2,Z3,unsat,0.8372812271118164
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10326.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10327.smt2,Z3,unsat,0.9741578102111816
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10328.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1033.smt2,Z3,unsat,0.951899528503418
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10331.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10333.smt2,Z3,unsat,2.00433349609375
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10336.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10339.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10341.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10343.smt2,Z3,unsat,0.36104750633239746
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10346.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10348.smt2,Z3,sat,2.7559316158294678
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1035.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10351.smt2,Z3,unsat,0.08517003059387207
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10353.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10355.smt2,Z3,unsat,0.05613565444946289
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10357.smt2,Z3,unsat,1.5628383159637451
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10359.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10361.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10362.smt2,Z3,unsat,0.055895328521728516
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10364.smt2,Z3,unsat,0.06187605857849121
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10367.smt2,Z3,unsat,2.5731539726257324
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1037.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10372.smt2,Z3,unsat,0.06917262077331543
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10373.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10374.smt2,Z3,unsat,0.04730653762817383
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10376.smt2,Z3,unsat,0.04745292663574219
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10378.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10381.smt2,Z3,unsat,0.11485671997070312
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10382.smt2,Z3,unsat,0.6425135135650635
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10383.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10385.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10386.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10387.smt2,Z3,unsat,0.11654162406921387
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10389.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10390.smt2,Z3,unsat,0.04575395584106445
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10392.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10393.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10394.smt2,Z3,unsat,0.08571434020996094
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10396.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10397.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_104.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1040.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10400.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10401.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10403.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10405.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10406.smt2,Z3,unsat,0.16312456130981445
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10408.smt2,Z3,unsat,1.602234125137329
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10412.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10415.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10417.smt2,Z3,unsat,0.07545614242553711
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10423.smt2,Z3,unsat,0.0822443962097168
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10424.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10426.smt2,Z3,unsat,0.7412786483764648
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10432.smt2,Z3,unsat,1.6507298946380615
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10437.smt2,Z3,unsat,0.07171130180358887
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10439.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1044.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10442.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10444.smt2,Z3,unsat,0.14176464080810547
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10446.smt2,Z3,unsat,0.08962106704711914
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10448.smt2,Z3,sat,0.8136651515960693
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10449.smt2,Z3,unsat,0.05873441696166992
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10451.smt2,Z3,sat,0.6128735542297363
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10453.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10454.smt2,Z3,unsat,0.07366633415222168
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10455.smt2,Z3,unsat,0.6202960014343262
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10456.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10458.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10459.smt2,Z3,unsat,0.07919979095458984
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1046.smt2,Z3,unsat,0.18818902969360352
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10461.smt2,Z3,unsat,0.14998388290405273
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10462.smt2,Z3,unsat,2.12461519241333
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10465.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10466.smt2,Z3,unsat,0.0873711109161377
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10467.smt2,Z3,sat,0.25317883491516113
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10468.smt2,Z3,unsat,0.13187336921691895
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10469.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10471.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10472.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10474.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10476.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10478.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1048.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10480.smt2,Z3,unsat,0.27332282066345215
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10482.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10483.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10487.smt2,Z3,unsat,0.0809335708618164
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10491.smt2,Z3,unsat,0.04473400115966797
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10493.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_105.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_1050.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10504.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10509.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10511.smt2,Z3,unsat,1.3777434825897217
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10515.smt2,Z3,,
/home/z52lu/fastsmtData/smt_data/sage2/all/bench_10517.smt2,Z3,unsat,1.7662568092346191
